,official gene symbol,cell type (general),cell type id (human),gene id
4848,PDGFRB,Pancreatic stellate cells,Q101404859,Q18030425
4849,PDGFRB,Pericytes,Q101405045,Q18030425
4850,PDGFRB,Pulmonary vascular smooth muscle cells,Q101404955,Q18030425
4851,PDGFRB,Stromal cells,Q101404941,Q18030425
4852,PDGFRB,Vascular smooth muscle cells,Q101404937,Q18030425
4853,P4HA1,Fibroblasts,Q101404861,Q18030327
4854,FGR,Fibroblasts,Q101404861,Q17928333
4855,FGR,Macrophages,Q101405081,Q17928333
4856,TNFRSF1B,Fibroblasts,Q101404861,Q18032045
4857,PRKCD,Fibroblasts,Q101404861,Q15329434
4858,PRKCD,Interneurons,Q101405035,Q15329434
4859,PRKCD,Platelets,Q101404882,Q15329434
4860,ABI3,Fibroblasts,Q101404861,Q18040105
4861,TREML4,Fibroblasts,Q101404861,Q18054627
4862,TREML4,Macrophages,Q101405081,Q18054627
4863,TREML4,Red pulp macrophages,Q101404936,Q18054627
4864,PIP4K2A,Fibroblasts,Q101404861,Q18030560
4865,CD300E,Fibroblasts,Q101404861,Q18055506
4866,SERPINB10,Fibroblasts,Q101404861,Q18030533
4867,CTHRC1,Fibroblasts,Q101404861,Q18049183
4868,CTHRC1,Schwann cells,Q101404893,Q18049183
4869,COL15A1,Fibroblasts,Q101404861,Q5145899
4870,COL15A1,Peritubular myoid cells,Q101405058,Q5145899
4871,COL15A1,Stromal cells,Q101404941,Q5145899
4872,GJB2,Fibroblasts,Q101404861,Q18025996
4873,GJB2,Hepatocytes,Q101405101,Q18025996
4874,GJB2,Microfold cells,Q101404934,Q18025996
4875,IL34,Fibroblasts,Q101404861,Q18051459
4876,SLC6A13,Fibroblasts,Q101404861,Q18031544
4877,ITIH5,Fibroblasts,Q101404861,Q18046769
4878,PENK,Fibroblasts,Q101404861,Q7247879
4879,PENK,Neuroendocrine cells,Q101405206,Q7247879
4880,PENK,Osteoblasts,Q101405044,Q7247879
4881,PENK,Purkinje neurons,Q101404913,Q7247879
4882,PENK,Tanycytes,Q101405074,Q7247879
4883,MMP14,Fibroblasts,Q101404861,Q18029210
4884,MMP14,Mammary epithelial cells,Q101404863,Q18029210
4885,MMP14,Pancreatic stellate cells,Q101404859,Q18029210
4886,EFEMP1,Fibroblasts,Q101404861,Q17927711
4887,EFEMP1,Mesothelial cells,Q101405100,Q17927711
4888,IGFBP3,Fibroblasts,Q101404861,Q18027678
4889,IGFBP3,Hepatic stellate cells,Q101404946,Q18027678
4890,IGFBP3,Leydig cells,Q101405116,Q18027678
4891,IGFBP3,Neural stem/precursor cells,Q101405041,Q18027678
4892,COPZ2,Fibroblasts,Q101404861,Q18040106
4893,COPZ2,Mast cells,Q101404923,Q18040106
4894,DPEP1,Fibroblasts,Q101404861,Q17914124
4895,COL5A1,Fibroblasts,Q101404861,Q15311973
4896,COL5A1,Müller cells,Q101405096,Q15311973
4897,COL5A1,Müller cells,Q101405097,Q15311973
4898,CD248,Fibroblasts,Q101404861,Q18042907
4899,CD248,Pericytes,Q101405045,Q18042907
4900,CD248,Stromal cells,Q101404941,Q18042907
4901,PAMR1,Fibroblasts,Q101404861,Q18037774
4902,TNXB,Fibroblasts,Q101404861,Q14914344
4903,COL14A1,Fibroblasts,Q101404861,Q18032289
4904,CLEC3B,Fibroblasts,Q101404861,Q18032035
4905,CLEC3B,Microglia,Q101404888,Q18032035
4906,IGFBP6,Fibroblasts,Q101404861,Q18027686
4907,IGFBP6,Hepatic stellate cells,Q101404946,Q18027686
4908,IGFBP6,Pulmonary alveolar type I cells,Q101405061,Q18027686
4909,COL5A2,Fibroblasts,Q101404861,Q15311996
4910,FBN1,Fibroblasts,Q101404861,Q17927651
4911,MFAP5,Fibroblasts,Q101404861,Q18032720
4912,MFAP5,Smooth muscle cells,Q101404901,Q18032720
4913,FKBP10,Fibroblasts,Q101404861,Q18045462
4914,PALLD,Fibroblasts,Q101404861,Q14907645
4915,PALLD,Myofibroblasts,Q101404949,Q14907645
4916,PALLD,Platelets,Q101404882,Q14907645
4917,WIF1,Fibroblasts,Q101404861,Q18036358
4918,SNHG18,Fibroblasts,Q101404861,Q18067856
4919,CDH11,Fibroblasts,Q101404861,Q17859961
4920,CDH11,Myofibroblasts,Q101404949,Q17859961
4921,CDH11,Stromal cells,Q101404941,Q17859961
4922,ARAP1,Fibroblasts,Q101404861,Q18049269
4923,FBLN2,Fibroblasts,Q101404861,Q17927618
4924,FBLN2,Neurons,Q101405104,Q17927618
4925,IGF1,Fibroblasts,Q101404861,Q14863714
4926,IGF1,Leydig cells,Q101405116,Q14863714
4927,IGF1,Loop of Henle cells,Q101405109,Q14863714
4928,IGF1,Neurons,Q101405104,Q14863714
4929,PRRX1,Fibroblasts,Q101404861,Q18030630
4930,OAF,Fibroblasts,Q101404861,Q18053433
4931,OAF,Mast cells,Q101404923,Q18053433
4932,COL6A3,Fibroblasts,Q101404861,Q17908096
4933,COL6A3,Pancreatic stellate cells,Q101404859,Q17908096
4934,CTSK,Fibroblasts,Q101404861,Q14902045
4935,CTSK,Macrophages,Q101405081,Q14902045
4936,CTSK,Osteoclasts,Q101404928,Q14902045
4937,DKK1,Fibroblasts,Q101404861,Q18036610
4938,DKK1,Loop of Henle cells,Q101405109,Q18036610
4939,C1S,Fibroblasts,Q101404861,Q5156403
4940,GREM1,Fibroblasts,Q101404861,Q18038310
4941,COL8A1,Fibroblasts,Q101404861,Q508356
4942,CXCL3,Fibroblasts,Q101404861,Q20970201
4943,COL13A1,Fibroblasts,Q101404861,Q5145896
4944,ADAMTS10,Fibroblasts,Q101404861,Q18047097
4945,ADAM33,Fibroblasts,Q101404861,Q18046720
4946,LAMA2,Fibroblasts,Q101404861,Q18028441
4947,LAMA2,Myocytes,Q101404903,Q18028441
4948,FBLN7,Fibroblasts,Q101404861,Q18049958
4949,FIBIN,Fibroblasts,Q101404861,Q18056416
4950,THBS2,Fibroblasts,Q101404861,Q18031979
4951,THBS2,Leydig cells,Q101405116,Q18031979
4952,PTX3,Fibroblasts,Q101404861,Q18030959
4953,LRRK1,Fibroblasts,Q101404861,Q18046282
4954,COL7A1,Fibroblasts,Q101404861,Q5145892
4955,PKD2,Fibroblasts,Q101404861,Q18030564
4956,HAS1,Fibroblasts,Q101404861,Q18026790
4957,ERCC1,Fibroblasts,Q101404861,Q17917256
4958,WISP1,Fibroblasts,Q101404861,Q18033474
4959,RIPK3,Fibroblasts,Q101404861,Q18036048
4960,DDR2,Fibroblasts,Q101404861,Q18030231
4961,ELN,Fibroblasts,Q101404861,Q14864092
4962,FN1,Fibroblasts,Q101404861,Q14819473
4963,FN1,Mesangial cells,Q101405121,Q14819473
4964,FN1,Monocytes,Q101405036,Q14819473
4965,FN1,Pancreatic stellate cells,Q101404859,Q14819473
4966,HHIP,Fibroblasts,Q101404861,Q18045655
4967,HHIP,Smooth muscle cells,Q101404901,Q18045655
4968,FMO2,Fibroblasts,Q101404861,Q17928874
4969,FMO2,Mesothelial cells,Q101405100,Q17928874
4970,COL1A2,Fibroblasts,Q101404861,Q15317046
4971,COL1A2,Hepatic stellate cells,Q101404946,Q15317046
4972,COL1A2,Pancreatic stellate cells,Q101404859,Q15317046
4973,COL3A1,Fibroblasts,Q101404861,Q14906847
4974,COL3A1,Hepatic stellate cells,Q101404946,Q14906847
4975,COL3A1,Müller cells,Q101405096,Q14906847
4976,COL3A1,Müller cells,Q101405097,Q14906847
4977,COL3A1,Pancreatic stellate cells,Q101404859,Q14906847
4978,FSTL1,Fibroblasts,Q101404861,Q18036177
4979,GSN,Fibroblasts,Q101404861,Q18297560
4980,COL1A1,Fibroblasts,Q101404861,Q14881725
4981,COL1A1,Hepatic stellate cells,Q101404946,Q14881725
4982,COL1A1,Müller cells,Q101405096,Q14881725
4983,COL1A1,Müller cells,Q101405097,Q14881725
4984,COL1A1,Osteoblasts,Q101405044,Q14881725
4985,COL1A1,Pancreatic stellate cells,Q101404859,Q14881725
4986,COL1A1,Pericytes,Q101405045,Q14881725
4987,NOX4,Fibroblasts,Q101404861,Q18039812
4988,NOX4,Proximal tubule cells,Q101404885,Q18039812
4989,NOX4,Smooth muscle cells,Q101404901,Q18039812
4990,SERPINH1,Fibroblasts,Q101404861,Q14911942
4991,SERPINH1,Hepatocytes,Q101405101,Q14911942
4992,PDGFRA,Fibroblasts,Q101404861,Q18030422
4993,PDGFRA,Hepatic stellate cells,Q101404946,Q18030422
4994,PDGFRA,Meningeal cells,Q101405083,Q18030422
4995,PDGFRA,Oligodendrocyte progenitor cells,Q101404917,Q18030422
4996,PDGFRA,Pancreatic stellate cells,Q101404859,Q18030422
4997,PDGFRA,Stromal cells,Q101404941,Q18030422
4998,EN1,Fibroblasts,Q101404861,Q17916813
4999,EN1,Interneurons,Q101405035,Q17916813
5000,EN1,Motor neurons,Q101404862,Q17916813
5001,DCN,Fibroblasts,Q101404861,Q18248676
5002,DCN,Hepatic stellate cells,Q101404946,Q18248676
5003,DCN,Meningeal cells,Q101405083,Q18248676
5004,CEBPB,Fibroblasts,Q101404861,Q17861054
5005,CEBPB,Monocytes,Q101405036,Q17861054
5006,CEBPB,Sebocytes,Q101405069,Q17861054
5007,EGR1,Fibroblasts,Q101404861,Q14864821
5008,EGR1,Hematopoietic stem cells,Q101405052,Q14864821
5009,EGR1,Microglia,Q101404888,Q14864821
5010,EGR1,Natural killer T cells,Q101404895,Q14864821
5011,FOSL2,Fibroblasts,Q101404861,Q5426911
5012,FOSL2,Microfold cells,Q101404934,Q5426911
5013,HIF1A,Fibroblasts,Q101404861,Q20970095
5014,HIF1A,Luminal epithelial cells,Q101404886,Q20970095
5015,HIF1A,Osteoblasts,Q101405044,Q20970095
5016,HIF1A,Osteoclasts,Q101404928,Q20970095
5017,KLF2,Fibroblasts,Q101404861,Q18035329
5018,KLF6,Fibroblasts,Q101404861,Q17908682
5019,KLF6,Tuft cells,Q101404870,Q17908682
5020,KLF6,Tuft cells,Q101404871,Q17908682
5021,KLF9,Fibroblasts,Q101404861,Q17853705
5022,NFAT5,Fibroblasts,Q101404861,Q18035626
5023,NFATC1,Fibroblasts,Q101404861,Q18030068
5024,NFATC1,Megakaryocytes,Q101404874,Q18030068
5025,NFKB1,Fibroblasts,Q101404861,Q15317427
5026,NFKB1,Osteoclast precursor cells,Q101405070,Q15317427
5027,NFKB1,T helper cells,Q101404876,Q15317427
5029,NR4A1,Fibroblasts,Q101404861,Q15312073
5030,NR4A1,Natural killer T cells,Q101404895,Q15312073
5031,PBX1,Fibroblasts,Q101404861,Q18030362
5032,PBX1,Neuroblasts,Q101405031,Q18030362
5033,RUNX1,Fibroblasts,Q101404861,Q15320451
5034,RUNX1,Hematopoietic stem cells,Q101405052,Q15320451
5035,RUNX1,Luminal epithelial cells,Q101404886,Q15320451
5036,RUNX1,Satellite cells,Q101404953,Q15320451
5037,LAMC1,Fibroblasts,Q101404861,Q18028460
5038,LAMC1,Schwann cells,Q101404893,Q18028460
5039,MEDAG,Fibroblasts,Q101404861,Q18047896
5040,MEDAG,Mesothelial cells,Q101405100,Q18047896
5041,LAMB1,Fibroblasts,Q101404861,Q18028452
5042,LAMB1,Myocytes,Q101404903,Q18028452
5043,MDK,Fibroblasts,Q101404861,Q14907402
5044,GSTM5,Fibroblasts,Q101404861,Q18026591
5045,GSTM5,Müller cells,Q101405096,Q18026591
5046,GSTM5,Müller cells,Q101405097,Q18026591
5047,NGF,Fibroblasts,Q101404861,Q14873931
5048,NGF,Myoblasts,Q101404940,Q14873931
5049,NGF,Retinal ganglion cells,Q101405117,Q14873931
5050,P4HTM,Fibroblasts,Q101404861,Q18041202
5051,CKAP4,Fibroblasts,Q101404861,Q18035990
5052,TTF1,Follicular cells,Q101405110,Q18032218
5053,TTF1,Follicular cells,Q101404875,Q18032218
5054,TTF1,Merkel cells,Q101404933,Q18032218
5055,SLC6A4,Follicular cells,Q101405110,Q14860818
5056,SLC6A4,Follicular cells,Q101404875,Q14860818
5057,SLC6A4,Mast cells,Q101404923,Q14860818
5058,SLC6A4,Serotonergic neurons,Q101404905,Q14860818
5059,TSHR,Follicular cells,Q101405110,Q14904941
5060,TSHR,Follicular cells,Q101404875,Q14904941
5061,TSHR,Thymocytes,Q101405038,Q14904941
5062,TG,Follicular cells,Q101405110,Q14860778
5063,TG,Follicular cells,Q101404875,Q14860778
5064,IYD,Follicular cells,Q101405110,Q4342226
5065,IYD,Follicular cells,Q101404875,Q4342226
5066,TPO,Follicular cells,Q101405110,Q18032083
5067,TPO,Follicular cells,Q101404875,Q18032083
5068,DIO1,Follicular cells,Q101405110,Q17914000
5069,DIO1,Follicular cells,Q101404875,Q17914000
5070,SLC26A7,Follicular cells,Q101405110,Q18049137
5071,SLC26A7,Follicular cells,Q101404875,Q18049137
5072,CDH16,Follicular cells,Q101405110,Q17860136
5073,CDH16,Follicular cells,Q101404875,Q17860136
5074,CDH16,Principal cells,Q101404911,Q17860136
5075,SLC16A11,Follicular cells,Q101405110,Q18052525
5076,SLC16A11,Follicular cells,Q101404875,Q18052525
5077,SLC16A11,Olfactory epithelial cells,Q101405047,Q18052525
5078,FOXE1,Follicular cells,Q101405110,Q17928764
5079,FOXE1,Follicular cells,Q101404875,Q17928764
5080,ANXA10,Foveolar cells,Q101405056,Q18036376
5081,SULT1C2,Foveolar cells,Q101405056,Q18031782
5082,PTGR1,Foveolar cells,Q101405056,Q18036615
5083,PLA2G1B,Foveolar cells,Q101405056,Q18030572
5084,CLPS,Foveolar cells,Q101405056,Q14878168
5085,PGC,Foveolar cells,Q101405056,Q18030497
5086,PGC,Pulmonary alveolar type II cells,Q101404950,Q18030497
5087,GKN2,Foveolar cells,Q101405056,Q18053176
5088,GKN1,Foveolar cells,Q101405056,Q18042371
5089,CLDN18,Foveolar cells,Q101405056,Q18040098
5090,CLDN18,Pulmonary alveolar type I cells,Q101405061,Q18040098
5091,CLDN18,Pulmonary alveolar type II cells,Q101404950,Q18040098
5092,AKR1B10,Foveolar cells,Q101405056,Q18042814
5093,IL33,Foveolar cells,Q101405056,Q18048437
5094,IL33,Meningeal cells,Q101405083,Q18048437
5095,IL33,Müller cells,Q101405096,Q18048437
5096,IL33,Müller cells,Q101405097,Q18048437
5097,IL33,Oligodendrocytes,Q101404898,Q18048437
5098,IL33,Osteoblasts,Q101405044,Q18048437
5099,IL33,Platelets,Q101404882,Q18048437
5100,SLC6A1,GABAergic neurons,Q56427015,Q18031535
5104,SLC6A1,GABAergic neurons,Q101404939,Q18031535
5105,SLC6A1,Müller cells,Q101405096,Q18031535
5106,SLC6A1,Müller cells,Q101405097,Q18031535
5107,GABBR2,GABAergic neurons,Q56427015,Q18034387
5111,GABBR2,GABAergic neurons,Q101404939,Q18034387
5112,GABBR2,Interneurons,Q101405035,Q18034387
5113,GABBR2,Neurons,Q101405104,Q18034387
5114,GAD1,GABAergic neurons,Q56427015,Q18025214
5118,GAD1,GABAergic neurons,Q101404939,Q18025214
5119,GAD1,Interneurons,Q101405035,Q18025214
5120,GAD1,Neurons,Q101405104,Q18025214
5121,GAD1,Purkinje neurons,Q101404913,Q18025214
5122,PAX2,GABAergic neurons,Q56427015,Q18030354
5126,PAX2,GABAergic neurons,Q101404939,Q18030354
5127,PAX2,Interneurons,Q101405035,Q18030354
5128,PAX2,Kidney progenitor cells,Q101405120,Q18030354
5129,SLC32A1,GABAergic neurons,Q56427015,Q18050856
5133,SLC32A1,GABAergic neurons,Q101404939,Q18050856
5134,SLC32A1,Glycinergic neurons,Q101405095,Q18050856
5135,SLC32A1,Neurons,Q101405104,Q18050856
5136,SLC32A1,Purkinje neurons,Q101404913,Q18050856
5137,GAD2,GABAergic neurons,Q56427015,Q18025226
5141,GAD2,GABAergic neurons,Q101404939,Q18025226
5142,GAD2,Purkinje neurons,Q101404913,Q18025226
5143,TNFAIP8L3,GABAergic neurons,Q56427015,Q18056455
5147,TNFAIP8L3,GABAergic neurons,Q101404939,Q18056455
5148,SEMA3C,GABAergic neurons,Q56427015,Q18035442
5152,SEMA3C,GABAergic neurons,Q101404939,Q18035442
5153,MYBPC1,GABAergic neurons,Q56427015,Q18029701
5157,MYBPC1,GABAergic neurons,Q101404939,Q18029701
5158,PARM1,GABAergic neurons,Q56427015,Q18037742
5162,PARM1,GABAergic neurons,Q101404939,Q18037742
5163,PARM1,Interneurons,Q101405035,Q18037742
5164,PARM1,Trigeminal neurons,Q101404857,Q18037742
5165,DLX1,GABAergic neurons,Q56427015,Q17914015
5169,DLX1,GABAergic neurons,Q101404939,Q17914015
5170,DLX1,Interneurons,Q101405035,Q17914015
5171,DLX1,Neural stem/precursor cells,Q101405041,Q17914015
5172,PPY,Gamma (PP) cells,Q101405057,Q18030739
5173,CMTM8,Gamma (PP) cells,Q101405057,Q18052177
5174,PPY2P,Gamma (PP) cells,Q101405057,Q18037533
5175,SERTM1,Gamma (PP) cells,Q101405057,Q18057495
5176,SLITRK6,Gamma (PP) cells,Q101405057,Q18047459
5177,SLITRK6,Peri-islet Schwann cells,Q101404867,Q18047459
5178,SEMA3E,Gamma (PP) cells,Q101405057,Q18034616
5179,SEMA3E,Interneurons,Q101405035,Q18034616
5180,SEMA3E,Podocytes,Q101405039,Q18034616
5181,SEMA3E,Pulmonary alveolar type I cells,Q101405061,Q18034616
5182,APOBEC2,Gamma (PP) cells,Q101405057,Q18035958
5183,ABCC9,Gamma (PP) cells,Q101405057,Q18034993
5184,ABCC9,Pericytes,Q101405045,Q18034993
5185,THSD7A,Gamma (PP) cells,Q101405057,Q18053544
5186,THSD7A,Podocytes,Q101405039,Q18053544
5187,PTGFR,Gamma (PP) cells,Q101405057,Q18030902
5188,CHN2,Gamma (PP) cells,Q101405057,Q5099366
5189,EGR3,Gamma (PP) cells,Q101405057,Q17916076
5190,EGR3,Hematopoietic stem cells,Q101405052,Q17916076
5191,LMO3,Gamma (PP) cells,Q101405057,Q18042135
5192,LMO3,Interneurons,Q101405035,Q18042135
5193,MEIS1,Gamma (PP) cells,Q101405057,Q18029013
5194,MEIS1,Hematopoietic stem cells,Q101405052,Q18029013
5195,ZNF503,Gamma (PP) cells,Q101405057,Q18047812
5196,FGB,Gamma (PP) cells,Q101405057,Q5446445
5197,FGB,Hepatocytes,Q101405101,Q5446445
5198,GNLY,Gamma delta T cells,Q101405093,Q18035500
5199,GNLY,NK cells,Q68620803,Q18035500
5200,GZMB,Gamma delta T cells,Q101405093,Q18026724
5201,GZMB,Natural killer T cells,Q101404895,Q18026724
5202,GZMB,NK cells,Q68620803,Q18026724
5203,GZMB,Plasma cells,Q101405123,Q18026724
5204,GZMB,Plasmacytoid dendritic cells,Q101405033,Q18026724
5205,GZMB,T cells,Q101405075,Q18026724
5206,GZMB,T cytotoxic cells,Q101405113,Q18026724
5207,GZMB,T cytotoxic cells,Q101423166,Q18026724
5208,FGFBP2,Gamma delta T cells,Q101405093,Q18047316
5209,FGFBP2,NK cells,Q68620803,Q18047316
5210,NKG7,Gamma delta T cells,Q101405093,Q18030156
5211,NKG7,NK cells,Q68620803,Q18030156
5212,NKG7,T memory cells,Q101405071,Q18030156
5213,PRF1,Gamma delta T cells,Q101405093,Q14864078
5214,PRF1,Natural killer T cells,Q101404895,Q14864078
5215,PRF1,NK cells,Q68620803,Q14864078
5216,KLRF1,Gamma delta T cells,Q101405093,Q18040233
5217,KLRF1,NK cells,Q68620803,Q18040233
5218,KLRD1,Gamma delta T cells,Q101405093,Q14908197
5219,KLRD1,NK cells,Q68620803,Q14908197
5220,KLRD1,T helper cells,Q101404876,Q14908197
5222,GZMA,Gamma delta T cells,Q101405093,Q18026722
5223,GZMA,NK cells,Q68620803,Q18026722
5224,GZMA,T cells,Q101405075,Q18026722
5225,CD247,Gamma delta T cells,Q101405093,Q17857829
5226,CD247,NK cells,Q68620803,Q17857829
5227,CD247,T cells,Q101405075,Q17857829
5228,CD247,T memory cells,Q101405071,Q17857829
5229,CLIC3,Gamma delta T cells,Q101405093,Q18033764
5230,CD7,Gamma delta T cells,Q101405093,Q17858293
5231,CD7,Monocytes,Q101405036,Q17858293
5232,CD7,NK cells,Q68620803,Q17858293
5233,CD7,T cells,Q101405075,Q17858293
5234,CD7,T memory cells,Q101405071,Q17858293
5235,ADGRG1,Gamma delta T cells,Q101405093,Q18033970
5236,ADGRG1,Hematopoietic stem cells,Q101405052,Q18033970
5237,ADGRG1,Principal cells,Q101404911,Q18033970
5238,STMN1,Gamma delta T cells,Q101405093,Q14878175
5239,STMN1,Schwann cells,Q101404893,Q14878175
5240,TYMS,Gamma delta T cells,Q101405093,Q14911892
5241,MKI67,Gamma delta T cells,Q101405093,Q14907908
5242,MKI67,Germ cells,Q101404931,Q14907908
5243,UBE2C,Gamma delta T cells,Q101405093,Q18036094
5244,TUBA1B,Gamma delta T cells,Q101405093,Q18035335
5245,ASPM,Gamma delta T cells,Q101405093,Q14860484
5246,CENPA,Gamma delta T cells,Q101405093,Q17861256
5247,TOP2A,Gamma delta T cells,Q101405093,Q18032065
5248,PCNA,Gamma delta T cells,Q101405093,Q14902252
5249,AURKB,Gamma delta T cells,Q101405093,Q14911664
5250,BIRC5,Gamma delta T cells,Q101405093,Q14763023
5251,NUSAP1,Gamma delta T cells,Q101405093,Q18040094
5252,TROAP,Gamma delta T cells,Q101405093,Q18034964
5253,TUBB,Gamma delta T cells,Q101405093,Q18053267
5254,H2AFX,Gamma delta T cells,Q101405093,Q14912333
5255,CENPF,Gamma delta T cells,Q101405093,Q17861379
5256,CCNB1,Gamma delta T cells,Q101405093,Q5198265
5257,H2AFZ,Gamma delta T cells,Q101405093,Q18026754
5258,TRGV2,Gamma delta T cells,Q101405093,Q18031908
5259,TRGV10,Gamma delta T cells,Q101405093,Q18031918
5260,TRGV11,Gamma delta T cells,Q101405093,Q18031919
5261,TRGV1,Gamma delta T cells,Q101405093,Q18031907
5262,TRGV3,Gamma delta T cells,Q101405093,Q18031910
5263,TRGV4,Gamma delta T cells,Q101405093,Q18031911
5264,TRGV5,Gamma delta T cells,Q101405093,Q18031912
5265,TRGV8,Gamma delta T cells,Q101405093,Q18031916
5266,TRGV9,Gamma delta T cells,Q101405093,Q18031917
5267,TRGJ1,Gamma delta T cells,Q101405093,Q18031901
5268,TRGJ2,Gamma delta T cells,Q101405093,Q18031902
5269,TRGJP1,Gamma delta T cells,Q101405093,Q18031905
5270,TRGJP2,Gamma delta T cells,Q101405093,Q18031906
5271,TRGJP,Gamma delta T cells,Q101405093,Q18031904
5272,TRGC1,Gamma delta T cells,Q101405093,Q18031899
5273,TRGC2,Gamma delta T cells,Q101405093,Q18031900
5274,TRDD1,Gamma delta T cells,Q101405093,Q18039059
5275,TRDD2,Gamma delta T cells,Q101405093,Q18039058
5276,TRDD3,Gamma delta T cells,Q101405093,Q18039057
5277,TRDJ1,Gamma delta T cells,Q101405093,Q18039056
5278,TRDJ2,Gamma delta T cells,Q101405093,Q18039054
5279,TRDJ3,Gamma delta T cells,Q101405093,Q18039053
5280,TRDJ4,Gamma delta T cells,Q101405093,Q18039051
5281,TRDV1,Gamma delta T cells,Q101405093,Q18039050
5282,TRDV2,Gamma delta T cells,Q101405093,Q18039048
5283,TRDV3,Gamma delta T cells,Q101405093,Q18039046
5284,BHLHA15,Gastric chief cells,Q101404916,Q18052847
5285,BHLHA15,Plasma cells,Q101405123,Q18052847
5286,RAB3D,Gastric chief cells,Q101404916,Q18034369
5287,PRKCZ,Gastric chief cells,Q101404916,Q18030782
5288,PRKCZ,Oligodendrocytes,Q101404898,Q18030782
5289,CHIA,Gastric chief cells,Q101404916,Q18038682
5290,CHRM3,Gastric chief cells,Q101404916,Q17861955
5291,TFAP2C,Germ cells,Q101404931,Q18031954
5292,TFAP2C,Trophoblast progenitor cells,Q101404873,Q18031954
5293,TFAP2C,Trophoblast stem cells,Q101405105,Q18031954
5294,DAZL,Germ cells,Q101404931,Q17912909
5295,MAGEA4,Germ cells,Q101404931,Q18028795
5296,DDX4,Germ cells,Q101404931,Q18041063
5297,ZAR1,Germ cells,Q101404931,Q18055100
5298,TESMIN,Germ cells,Q101404931,Q18034518
5299,TEX101,Germ cells,Q101404931,Q18047216
5300,TEX101,Spermatocytes,Q101404900,Q18047216
5301,GCNA,Germ cells,Q101404931,Q18048742
5302,GCNA,Spermatocytes,Q101404900,Q18048742
5303,PRM1,Germ cells,Q101404931,Q18030807
5304,PRM1,Spermatocytes,Q101404900,Q18030807
5305,TNP2,Germ cells,Q101404931,Q18032054
5306,FABP9,Germ cells,Q101404931,Q18060185
5307,FABP9,Leydig cells,Q101405116,Q18060185
5308,ODF2,Germ cells,Q101404931,Q18030263
5309,CRISP2,Germ cells,Q101404931,Q18032089
5310,TCP11,Germ cells,Q101404931,Q18031888
5311,GGNBP1,Germ cells,Q101404931,Q18058884
5312,PHF7,Germ cells,Q101404931,Q18040374
5313,PHF7,Sertoli cells,Q101404909,Q18040374
5314,CREB5,Germ cells,Q101404931,Q18034400
5315,CREB5,Oligodendrocytes,Q101404898,Q18034400
5316,SLFNL1,Germ cells,Q101404931,Q18053159
5317,COX7B2,Germ cells,Q101404931,Q18052973
5318,KIF2B,Germ cells,Q101404931,Q18047694
5319,CCDC30,Germ cells,Q101404931,Q18061498
5320,LRRC57,Germ cells,Q101404931,Q18053792
5321,BCL2L14,Germ cells,Q101404931,Q18046116
5322,TEX35,Germ cells,Q101404931,Q18047374
5323,SPINK2,Germ cells,Q101404931,Q18031672
5324,TSSK3,Germ cells,Q101404931,Q18047075
5325,CREB3L4,Germ cells,Q101404931,Q18051834
5326,TSACC,Germ cells,Q101404931,Q18049857
